cpu_count,cpu_percent,disk_percent,disk_read_mb,disk_total_gb,disk_used_gb,disk_write_mb,memory_percent,memory_total_gb,memory_used_gb,net_recv_mb,net_sent_mb,process_count,swap_percent,swap_used_gb
32,80.5,60.0,9109.578125,231.16841888427734,132.4462547302246,67547.5361328125,33.1,30.430973052978516,10.062629699707031,4557.132790565491,3265.7067766189575,624,0.0,0.0
32,80.2,60.0,9109.578125,231.16841888427734,132.44639205932617,67624.9111328125,32.9,30.430973052978516,10.009624481201172,4558.465684890747,3266.847101211548,623,0.0,0.0
32,80.2,60.0,9109.578125,231.16841888427734,132.44650650024414,67752.5830078125,32.7,30.430973052978516,9.938179016113281,4559.766686439514,3268.5109424591064,624,0.0,0.0
32,80.6,60.0,9109.578125,231.16841888427734,132.44696426391602,67903.4189453125,33.1,30.430973052978516,10.064159393310547,4563.604500770569,3272.16356754303,625,0.0,0.0
32,82.0,60.0,9109.578125,231.16841888427734,132.44756698608398,68078.8720703125,32.7,30.430973052978516,9.951522827148438,4567.9133644104,3276.700973510742,621,0.0,0.0
32,77.3,60.0,9109.578125,231.16841888427734,132.44808197021484,68229.1923828125,32.3,30.430973052978516,9.830436706542969,4570.956991195679,3279.6928339004517,615,0.0,0.0
32,77.3,60.0,9109.578125,231.16841888427734,132.4486198425293,68380.1298828125,32.3,30.430973052978516,9.827884674072266,4573.9013957977295,3282.6420316696167,619,0.0,0.0
32,76.9,60.0,9109.578125,231.16841888427734,132.44916915893555,68531.2001953125,32.3,30.430973052978516,9.82870101928711,4576.885014533997,3285.7512063980103,617,0.0,0.0
32,76.9,60.0,9109.578125,231.16841888427734,132.4497299194336,68682.7314453125,32.4,30.430973052978516,9.848491668701172,4579.756793022156,3288.7524938583374,617,0.0,0.0
32,77.1,60.0,9109.578125,231.16841888427734,132.4503631591797,68856.6064453125,32.3,30.430973052978516,9.835731506347656,4582.779269218445,3291.7838582992554,617,0.0,0.0
32,80.7,60.0,9109.578125,231.16841888427734,132.4509162902832,69011.8876953125,32.8,30.430973052978516,9.984066009521484,4586.978943824768,3296.5000982284546,620,0.0,0.0
32,77.0,60.0,9109.578125,231.16841888427734,132.45147705078125,69163.7548828125,32.4,30.430973052978516,9.85519790649414,4590.970576286316,3300.8334770202637,617,0.0,0.0
32,77.5,60.0,9109.578125,231.16841888427734,132.4520149230957,69315.2001953125,32.4,30.430973052978516,9.85274887084961,4594.154054641724,3304.150100708008,618,0.0,0.0
32,76.6,60.0,9109.578125,231.16841888427734,132.4525375366211,69465.6611328125,32.3,30.430973052978516,9.823234558105469,4597.174005508423,3307.2995948791504,620,0.0,0.0
32,78.3,60.0,9109.578125,231.16841888427734,132.45310592651367,69636.1611328125,32.3,30.430973052978516,9.821697235107422,4600.270369529724,3310.639596939087,618,0.0,0.0
32,76.8,60.0,9109.578125,231.16841888427734,132.4536247253418,69788.9970703125,32.3,30.430973052978516,9.823680877685547,4603.418034553528,3313.7906522750854,618,0.0,0.0
32,76.7,60.0,9109.578125,231.16841888427734,132.4541473388672,69939.2626953125,32.3,30.430973052978516,9.829574584960938,4606.4872369766235,3317.0977458953857,615,0.0,0.0
32,76.5,60.0,9109.578125,231.16841888427734,132.45452117919922,70088.4111328125,32.4,30.430973052978516,9.850059509277344,4609.722372055054,3320.689966201782,620,0.0,0.0
32,76.6,60.0,9109.578125,231.16841888427734,132.45488739013672,70240.7626953125,32.3,30.430973052978516,9.833656311035156,4613.184734344482,3324.271191596985,622,0.0,0.0
32,77.5,60.0,9109.578125,231.16841888427734,132.45525741577148,70412.0751953125,32.3,30.430973052978516,9.8209228515625,4616.78436756134,3327.8727378845215,621,0.0,0.0
