cpu_count,cpu_percent,disk_percent,disk_read_mb,disk_total_gb,disk_used_gb,disk_write_mb,memory_percent,memory_total_gb,memory_used_gb,net_recv_mb,net_sent_mb,process_count,swap_percent,swap_used_gb
32,77.0,59.9,8488.25,231.16841888427734,132.19596099853516,39013.9580078125,25.9,30.430973052978516,7.8851318359375,3484.5236835479736,2544.5888566970825,611,0.0,0.0
32,76.8,59.9,8488.25,231.16841888427734,132.19609832763672,39091.3876953125,25.9,30.430973052978516,7.8665008544921875,3484.68776512146,2544.7377214431763,614,0.0,0.0
32,76.0,59.9,8488.25,231.16841888427734,132.19621658325195,39217.7470703125,25.9,30.430973052978516,7.881092071533203,3484.8291778564453,2544.992301940918,611,0.0,0.0
32,77.2,59.9,8488.25,231.16841888427734,132.19681549072266,39276.2705078125,25.9,30.430973052978516,7.887565612792969,3487.9940481185913,2548.39190864563,609,0.0,0.0
32,79.5,59.9,8488.25,231.16841888427734,132.20115661621094,39331.8173828125,28.2,30.430973052978516,8.587947845458984,3492.155198097229,2552.7008142471313,610,0.0,0.0
32,83.1,59.9,8488.25,231.16841888427734,132.20197296142578,39374.5048828125,28.0,30.430973052978516,8.517742156982422,3496.6860637664795,2558.378620147705,613,0.0,0.0
32,80.7,59.9,8488.25,231.16841888427734,132.20282363891602,39417.0986328125,28.4,30.430973052978516,8.640995025634766,3501.2586584091187,2564.5972967147827,615,0.0,0.0
32,83.7,59.9,8488.25,231.16841888427734,132.20014190673828,39459.7001953125,26.0,30.430973052978516,7.903694152832031,3505.682267189026,2569.7884578704834,615,0.0,0.0
32,80.2,59.9,8488.25,231.16841888427734,132.2010841369629,39503.4658203125,26.1,30.430973052978516,7.933338165283203,3510.3983154296875,2576.6352100372314,614,0.0,0.0
32,81.0,59.9,8488.25,231.16841888427734,132.20208740234375,39549.7861328125,25.8,30.430973052978516,7.858791351318359,3515.578989982605,2584.0257711410522,609,0.0,0.0
32,80.9,59.9,8488.25,231.16841888427734,132.2030372619629,39592.1767578125,26.1,30.430973052978516,7.9394378662109375,3520.2052879333496,2589.928952217102,610,0.0,0.0
32,76.7,59.9,8488.25,231.16841888427734,132.20400619506836,39632.9814453125,25.6,30.430973052978516,7.786170959472656,3524.4477224349976,2594.25630569458,610,0.0,0.0
32,77.0,59.9,8488.25,231.16841888427734,132.20495986938477,39673.8876953125,25.5,30.430973052978516,7.757686614990234,3528.18639087677,2597.978328704834,610,0.0,0.0
32,81.3,59.9,8488.25,231.16841888427734,132.20597076416016,39719.4111328125,26.2,30.430973052978516,7.972080230712891,3532.317113876343,2602.796802520752,614,0.0,0.0
32,76.7,59.9,8488.25,231.16841888427734,132.20714950561523,39752.7861328125,25.0,30.430973052978516,7.598194122314453,3535.869655609131,2608.2480459213257,616,0.0,0.0
32,76.9,59.9,8488.25,231.16841888427734,132.19801712036133,39770.4814453125,25.0,30.430973052978516,7.612819671630859,3536.693073272705,2609.913607597351,614,0.0,0.0
32,76.6,59.9,8488.25,231.16841888427734,132.1992950439453,39784.2705078125,24.9,30.430973052978516,7.581386566162109,3537.0864601135254,2610.286904335022,612,0.0,0.0
32,76.8,59.9,8488.25,231.16841888427734,132.1999969482422,39808.9111328125,25.1,30.430973052978516,7.6475067138671875,3540.737184524536,2614.202233314514,615,0.0,0.0
