cpu_count,cpu_percent,disk_percent,disk_read_mb,disk_total_gb,disk_used_gb,disk_write_mb,memory_percent,memory_total_gb,memory_used_gb,net_recv_mb,net_sent_mb,process_count,swap_percent,swap_used_gb
32,77.1,61.0,8459.5,231.16841888427734,134.64070510864258,24482.2314453125,23.8,30.430973052978516,7.241130828857422,3077.475357055664,2070.4320211410522,612,0.0,0.0
32,76.9,61.0,8459.5,231.16841888427734,134.64112854003906,24521.2314453125,23.8,30.430973052978516,7.256317138671875,3082.4139261245728,2075.6658325195312,610,0.0,0.0
32,77.2,61.0,8459.5,231.16841888427734,134.63795471191406,24561.7392578125,21.9,30.430973052978516,6.652065277099609,3086.952043533325,2080.312177658081,612,0.0,0.0
32,77.0,61.0,8459.5,231.16841888427734,134.63834762573242,24602.3564453125,21.8,30.430973052978516,6.62811279296875,3091.2326622009277,2084.574764251709,604,0.0,0.0
32,76.7,61.0,8459.5,231.16841888427734,134.63876342773438,24641.5361328125,21.8,30.430973052978516,6.626918792724609,3095.972152709961,2089.30011177063,603,0.0,0.0
32,77.0,61.0,8459.5,231.16841888427734,134.63915634155273,24681.2470703125,21.8,30.430973052978516,6.6258392333984375,3100.449577331543,2093.7593536376953,601,0.0,0.0
32,76.5,61.0,8459.5,231.16841888427734,134.6395492553711,24719.4892578125,21.8,30.430973052978516,6.631160736083984,3105.0232362747192,2098.447751045227,602,0.0,0.0
32,76.6,61.0,8459.5,231.16841888427734,134.63995361328125,24757.5986328125,21.8,30.430973052978516,6.62359619140625,3109.788140296936,2103.312057495117,603,0.0,0.0
32,76.6,61.0,8459.5,231.16841888427734,134.64035415649414,24796.6845703125,21.8,30.430973052978516,6.646060943603516,3114.380530357361,2108.0041732788086,598,0.0,0.0
32,76.7,61.0,8459.5,231.16841888427734,134.64078521728516,24836.9189453125,21.8,30.430973052978516,6.636573791503906,3119.440435409546,2113.1674098968506,599,0.0,0.0
32,77.0,61.0,8459.5,231.16841888427734,134.64118576049805,24880.2314453125,21.8,30.430973052978516,6.6400604248046875,3123.8849744796753,2117.831647872925,602,0.0,0.0
32,53.6,61.0,8459.5,231.16841888427734,134.64159774780273,24917.3408203125,22.1,30.430973052978516,6.739711761474609,3128.508578300476,2122.437858581543,602,0.0,0.0
32,76.8,61.0,8459.5,231.16841888427734,134.64197540283203,24955.0283203125,21.8,30.430973052978516,6.6322479248046875,3132.884214401245,2126.9165000915527,600,0.0,0.0
32,76.5,61.0,8459.5,231.16841888427734,134.64241790771484,24993.6376953125,21.8,30.430973052978516,6.639019012451172,3138.1357011795044,2132.1502208709717,602,0.0,0.0
32,76.2,60.8,8459.7265625,231.16841888427734,134.1618766784668,25036.6455078125,21.8,30.430973052978516,6.646293640136719,3142.680953979492,2136.799391746521,603,0.0,0.0
32,77.0,60.8,8459.7265625,231.16841888427734,134.16229629516602,25075.1455078125,21.8,30.430973052978516,6.641407012939453,3147.451298713684,2141.7883806228638,601,0.0,0.0
32,76.6,60.8,8459.7265625,231.16841888427734,134.16267776489258,25113.5283203125,21.9,30.430973052978516,6.652355194091797,3151.866555213928,2146.31613445282,601,0.0,0.0
32,77.0,60.8,8459.7265625,231.16841888427734,134.16308975219727,25152.7392578125,21.9,30.430973052978516,6.678558349609375,3156.683084487915,2151.2364387512207,604,0.0,0.0
32,76.8,60.6,8459.96875,231.16841888427734,133.68253326416016,25195.1767578125,21.9,30.430973052978516,6.659793853759766,3161.1508255004883,2155.686680793762,605,0.0,0.0
32,77.0,60.6,8459.96875,231.16841888427734,133.6829605102539,25237.6611328125,21.8,30.430973052978516,6.646903991699219,3166.003447532654,2160.760558128357,604,0.0,0.0
32,77.3,60.6,8459.96875,231.16841888427734,133.68336486816406,25276.5673828125,21.9,30.430973052978516,6.657161712646484,3170.7304706573486,2165.5886087417603,604,0.0,0.0
32,76.4,60.6,8459.96875,231.16841888427734,133.68374633789062,25315.3642578125,21.9,30.430973052978516,6.6517333984375,3175.071946144104,2170.149130821228,603,0.0,0.0
32,77.3,60.6,8459.96875,231.16841888427734,133.6841697692871,25356.4814453125,21.9,30.430973052978516,6.660938262939453,3179.842116355896,2175.0232696533203,601,0.0,0.0
32,76.8,60.6,8459.96875,231.16841888427734,133.6845703125,25395.1064453125,21.9,30.430973052978516,6.665592193603516,3184.560535430908,2179.9606437683105,602,0.0,0.0
32,53.6,60.6,8459.96875,231.16841888427734,133.68497848510742,25438.4423828125,22.3,30.430973052978516,6.771785736083984,3189.1636304855347,2184.5460538864136,602,0.0,0.0
32,76.9,60.6,8459.96875,231.16841888427734,133.6853904724121,25477.2236328125,21.9,30.430973052978516,6.673961639404297,3194.011936187744,2189.7344903945923,600,0.0,0.0
