cpu_count,cpu_percent,disk_percent,disk_read_mb,disk_total_gb,disk_used_gb,disk_write_mb,memory_percent,memory_total_gb,memory_used_gb,net_recv_mb,net_sent_mb,process_count,swap_percent,swap_used_gb
32,81.5,61.0,8459.40625,231.16841888427734,134.61600875854492,20209.7236328125,23.4,30.430973052978516,7.129734039306641,1634.706280708313,607.9439401626587,620,0.0,0.0
32,80.2,61.0,8459.40625,231.16841888427734,134.6418800354004,20305.2470703125,23.4,30.430973052978516,7.1279449462890625,1705.470332145691,679.7762660980225,622,0.0,0.0
32,80.0,61.0,8459.40625,231.16841888427734,134.6678581237793,20409.4970703125,23.4,30.430973052978516,7.115802764892578,1775.758113861084,750.1700487136841,623,0.0,0.0
32,80.1,61.0,8459.40625,231.16841888427734,134.69387435913086,20508.4189453125,23.4,30.430973052978516,7.120780944824219,1846.0196886062622,820.4141521453857,622,0.0,0.0
32,79.9,61.0,8459.40625,231.16841888427734,134.71990966796875,20611.4892578125,23.4,30.430973052978516,7.12353515625,1916.3098449707031,890.8086366653442,623,0.0,0.0
32,79.5,61.0,8459.40625,231.16841888427734,134.7460479736328,20713.0517578125,23.4,30.430973052978516,7.107704162597656,1986.8751611709595,961.4738254547119,622,0.0,0.0
32,80.0,61.1,8459.40625,231.16841888427734,134.77189254760742,20817.2158203125,23.4,30.430973052978516,7.129863739013672,2057.1833515167236,1031.8831605911255,618,0.0,0.0
32,80.0,61.1,8459.40625,231.16841888427734,134.79793167114258,20916.9345703125,23.4,30.430973052978516,7.125709533691406,2127.730474472046,1102.5335912704468,617,0.0,0.0
32,79.7,61.1,8459.40625,231.16841888427734,134.82397079467773,21018.7236328125,23.4,30.430973052978516,7.1274566650390625,2198.334020614624,1173.118553161621,614,0.0,0.0
32,80.1,61.1,8459.40625,231.16841888427734,134.8500862121582,21122.9580078125,23.4,30.430973052978516,7.1263885498046875,2269.1674184799194,1244.0553407669067,619,0.0,0.0
